mode,runs,seed,win_rate,bloom_per_run,bloom_reach_rate,first_bloom_turn,bone_gain,bone_spend,counter_damage,damage_taken,turns,card_use,policy_checks,policy_hit_rate
강제사용,3000,914,0.0023333333333333335,0.442,0.43433333333333335,3.886415963161934,980.5103333333333,737.5126666666666,282.9046666666667,768.123,7.435666666666667,6.092666666666666,,
조건부,3000,914,0.28733333333333333,0.7596666666666667,0.693,3.8874458874458875,988.847,765.1873333333333,333.2866666666667,835.8416666666667,8.282666666666668,0.5516666666666666,9.230666666666666,0.0893398815542395
